 Loan Number ,Disbursement Date,Loan Term,Loan Amount,Closing Balance,Interest Rate,Admin Fee,Credit Insurance Fee,Loan Type
"100,120,628,000,621",25/08/2021,6,2500,0.51,0.095,0.0683,0.017,SME
"100,120,628,000,622",27/08/2021,6,3500,0.18,0.095,0.0683,0.017,SME
"100,120,628,000,623",27/08/2021,6,2000,37.7,0.095,0.0683,0.017,SME
"100,120,628,000,624",26/08/2021,4,500,60.67,0.095,0.0683,0.017,SME
"100,120,628,000,625",24/08/2021,3,800,-805.81,0.095,0.0683,0.017,SME
"100,120,628,000,626",24/08/2021,3,1000,-412.24,0.095,0.0683,0.017,SME
"100,120,628,000,627",24/08/2021,3,1000,-912.24,0.095,0.0683,0.017,SME
"100,120,628,000,628",24/08/2021,3,1200,-387.36,0.095,0.0683,0.017,SME
"100,120,628,000,629",20/08/2021,6,1200,168.02,0.095,0.0683,0.017,SME
"100,120,628,000,630",24/08/2021,6,4412,-0.45,0.095,0.0683,0.017,SME
"100,120,628,000,631",27/08/2021,6,8272,0.72,0.095,0.0683,0.017,SME
"100,120,628,000,632",27/08/2021,6,2500,1.56,0.095,0.0683,0.017,SME
"100,120,628,000,633",27/08/2021,6,1300,1.62,0.095,0.0683,0.017,SME
"100,120,628,000,634",19/08/2021,6,2600,0.92,0.095,0.0683,0.017,SME
"100,120,628,000,635",25/08/2021,6,2000,0.42,0.095,0.0683,0.017,SME
"100,120,628,000,636",30/08/2021,6,1000,0.12,0.095,0.0683,0.017,SME
"100,120,628,000,637",30/08/2021,6,7000,0,0.095,0.0683,0.017,SME
"100,120,628,000,638",31/08/2021,6,1500,-1698.12,0.095,0.0683,0.017,SME
"100,120,628,000,639",31/08/2021,6,1100,38.59,0.095,0.0683,0.017,SME
"100,120,628,000,640",31/08/2021,6,3000,70.29,0.095,0.0683,0.017,SME
"100,120,628,000,641",03/09/2021,6,2758,0.91,0.095,0.0683,0.017,SME
"100,120,628,000,642",03/09/2021,6,2000,37.67,0.095,0.0683,0.017,SME
"100,120,628,000,643",02/09/2021,6,1000,0.39,0.095,0.0683,0.017,SME
"100,120,628,000,644",01/09/2021,6,800,0.91,0.095,0.0683,0.017,SME
"100,120,628,000,645",03/09/2021,6,1700,0.58,0.095,0.0683,0.017,SME
"100,120,628,000,646",10/09/2021,6,2500,5.73,0.095,0.0683,0.017,SME
"100,120,628,000,647",02/09/2021,4,2500,0.51,0.095,0.0683,0.017,SME
"100,120,628,000,648",08/09/2021,6,1000,0.39,0.095,0.0683,0.017,SME
"100,120,628,000,649",03/09/2021,6,1500,0.07,0.095,0.0683,0.017,SME
"100,120,628,000,650",03/09/2021,6,1000,0.39,0.095,0.0683,0.017,SME
"100,120,628,000,651",01/09/2021,6,1200,-22.12,0.095,0.0683,0.017,SME
"100,120,628,000,652",01/09/2021,6,3000,55.51,0.095,0.0683,0.017,SME
"100,120,628,000,653",03/09/2021,6,2000,0.67,0.095,0.0683,0.017,SME
"100,120,628,000,654",02/09/2021,6,1000,3.39,0.095,0.0683,0.017,SME
"100,120,628,000,655",07/09/2021,6,700,0,0.095,0.0683,0.017,SME
"100,120,628,000,656",01/09/2021,6,2500,-22.52,0.095,0.0683,0.017,SME
"100,120,628,000,657",10/09/2021,6,7500,0.42,0.095,0.0683,0.017,SME
"100,120,628,000,659",03/09/2021,6,2500,-291.52,0.095,0.0683,0.017,SME
"100,120,628,000,660",10/09/2021,6,8272,3.49,0.095,0.0683,0.017,SME
"100,120,628,000,661",07/09/2021,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,000,662",08/09/2021,6,3500,0,0.095,0.0683,0.017,SME
"100,120,628,000,663",07/09/2021,6,1500,0,0.095,0.0683,0.017,SME
"100,120,628,000,664",07/09/2021,6,1500,0,0.095,0.0683,0.017,SME
"100,120,628,000,665",03/09/2021,6,3500,69.86,0.095,0.0683,0.017,SME
"100,120,628,000,666",03/09/2021,6,5000,0.01,0.095,0.0683,0.017,SME
"100,120,628,000,667",02/09/2021,6,1500,2.07,0.095,0.0683,0.017,SME
"100,120,628,000,669",02/09/2021,6,2000,0.78,0.095,0.0683,0.017,SME
"100,120,628,000,670",10/09/2021,6,1600,0.82,0.095,0.0683,0.017,SME
"100,120,628,000,671",15/09/2021,6,800,0.91,0.095,0.0683,0.017,SME
"100,120,628,000,672",13/09/2021,6,3500,0.41,0.095,0.0683,0.017,SME
"100,120,628,000,673",14/09/2021,6,2000,0.38,0.095,0.0683,0.017,SME
"100,120,628,000,674",15/09/2021,6,2500,0.48,0.095,0.0683,0.017,SME
"100,120,628,000,675",15/09/2021,6,1000,0.39,0.095,0.0683,0.017,SME
"100,120,628,000,676",16/09/2021,6,1500,0.03,0.095,0.0683,0.017,SME
"100,120,628,000,677",20/09/2021,4,1200,3.61,0.095,0.0683,0.017,SME
"100,120,628,000,679",29/09/2021,6,2000,0.07,0.095,0.0683,0.017,SME
"100,120,628,000,680",21/09/2021,6,2500,2.73,0.095,0.0683,0.017,SME
"100,120,628,000,681",23/09/2021,4,250,0.75,0.095,0.0683,0.017,SME
"100,120,628,000,682",24/09/2021,6,8272,0.49,0.095,0.0683,0.017,SME
"100,120,628,000,683",23/09/2021,6,1000,2.39,0.095,0.0683,0.017,SME
"100,120,628,000,684",23/09/2021,6,2758,51.78,0.095,0.0683,0.017,SME
"100,120,628,000,685",22/09/2021,6,600,0.5,0.095,0.0683,0.017,SME
"100,120,628,000,686",24/09/2021,6,2500,-0.01,0.095,0.0683,0.017,SME
"100,120,628,000,687",29/09/2021,6,4000,6.17,0.095,0.0683,0.017,SME
"100,120,628,000,688",29/09/2021,6,7500,0.55,0.095,0.0683,0.017,SME
"100,120,628,000,689",24/09/2021,6,2500,0,0.095,0.0683,0.017,SME
"100,120,628,000,690",23/09/2021,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,000,691",08/09/2021,6,1500,0.07,0.095,0.0683,0.017,SME
"100,120,628,000,694",30/09/2021,6,1000,2.68,0.095,0.0683,0.017,SME
"100,120,628,000,695",19/07/2021,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,000,696",06/10/2021,4,2500,0.16,0.095,0.0683,0.017,SME
"100,120,628,000,697",07/10/2021,6,2000,0.63,0.095,0.0683,0.017,SME
"100,120,628,000,698",07/10/2021,4,2500,93.16,0.095,0.0683,0.017,SME
"100,120,628,000,699",07/10/2021,6,1500,-0.27,0.095,0.0683,0.017,SME
"100,120,628,000,700",07/10/2021,4,1500,-31.72,0.095,0.0683,0.017,SME
"100,120,628,000,701",07/10/2021,4,1000,770.88,0.095,0.0683,0.017,SME
"100,120,628,000,703",14/10/2021,6,5000,0.1,0.095,0.0683,0.017,SME
"100,120,628,000,704",06/10/2021,6,2500,0.55,0.095,0.0683,0.017,SME
"100,120,628,000,705",08/10/2021,6,200,0.18,0.095,0.0683,0.017,SME
"100,120,628,000,706",06/10/2021,6,3500,0.02,0.095,0.0683,0.017,SME
"100,120,628,000,707",04/10/2021,6,3000,0.47,0.095,0.0683,0.017,SME
"100,120,628,000,708",07/10/2021,6,10000,0.19,0.095,0.0683,0.017,SME
"100,120,628,000,709",07/10/2021,6,500,-0.08,0.095,0.0683,0.017,SME
"100,120,628,000,710",04/10/2021,4,5000,4.32,0.095,0.0683,0.017,SME
"100,120,628,000,711",11/10/2021,6,1000,-54.17,0.095,0.0683,0.017,SME
"100,120,628,000,712",13/10/2021,6,2000,1.63,0.095,0.0683,0.017,SME
"100,120,628,000,713",12/10/2021,4,2500,-51.84,0.095,0.0683,0.017,SME
"100,120,628,000,714",14/10/2021,6,1000,0.83,0.095,0.0683,0.017,SME
"100,120,628,000,715",01/10/2021,4,2500,2.16,0.095,0.0683,0.017,SME
"100,120,628,000,716",01/10/2021,6,2500,0.55,0.095,0.0683,0.017,SME
"100,120,628,000,717",18/10/2021,6,1000,0.83,0.095,0.0683,0.017,SME
"100,120,628,000,718",18/10/2021,6,2500,0.55,0.095,0.0683,0.017,SME
"100,120,628,000,719",20/10/2021,6,2500,0.55,0.095,0.0683,0.017,SME
"100,120,628,000,720",18/10/2021,6,2500,0.55,0.095,0.0683,0.017,SME
"100,120,628,000,721",19/10/2021,6,4000,0.07,0.095,0.0683,0.017,SME
"100,120,628,000,722",19/10/2021,6,2500,0.55,0.095,0.0683,0.017,SME
"100,120,628,000,723",19/10/2021,6,3000,1115.47,0.095,0.0683,0.017,SME
"100,120,628,000,724",06/10/2021,6,1500,0.73,0.095,0.0683,0.017,SME
"100,120,628,000,725",26/10/2021,6,2000,-39.52,0.095,0.0683,0.017,SME
"100,120,628,000,726",26/10/2021,6,2000,0.48,0.095,0.0683,0.017,SME
"100,120,628,000,727",26/10/2021,6,2000,-8.52,0.095,0.0683,0.017,SME
"100,120,628,000,728",26/10/2021,6,2500,0.59,0.095,0.0683,0.017,SME
"100,120,628,000,729",07/10/2021,6,2000,1.63,0.095,0.0683,0.017,SME
"100,120,628,000,730",25/10/2021,6,500,7.92,0.095,0.0683,0.017,SME
"100,120,628,000,731",21/10/2021,6,3300,-535.79,0.095,0.0683,0.017,SME
"100,120,628,000,732",21/10/2021,6,6000,0,0.095,0.0683,0.017,SME
"100,120,628,000,733",15/10/2021,6,6500,0,0.095,0.0683,0.017,SME
"100,120,628,000,734",07/10/2021,6,8000,-1053.45,0.095,0.0683,0.017,SME
"100,120,628,000,735",16/10/2021,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,000,736",07/10/2021,6,1000,0.02,0.095,0.0683,0.017,SME
"100,120,628,000,737",07/10/2021,6,800,-152.34,0.095,0.0683,0.017,SME
"100,120,628,000,738",18/10/2021,6,1000,5.83,0.095,0.0683,0.017,SME
"100,120,628,000,739",13/10/2021,6,1103,1.31,0.095,0.0683,0.017,SME
"100,120,628,000,740",14/10/2021,6,2000,165.28,0.095,0.0683,0.017,SME
"100,120,628,000,741",14/10/2021,6,500,-27.27,0.095,0.0683,0.017,SME
"100,120,628,000,742",14/10/2021,6,1200,-0.01,0.095,0.0683,0.017,SME
"100,120,628,000,743",07/10/2021,6,2000,-449.37,0.095,0.0683,0.017,SME
"100,120,628,000,744",14/10/2021,6,500,0.92,0.095,0.0683,0.017,SME
"100,120,628,000,745",22/10/2021,6,1000,0.83,0.095,0.0683,0.017,SME
"100,120,628,000,746",05/10/2021,6,6000,0.92,0.095,0.0683,0.017,SME
"100,120,628,000,747",27/10/2021,6,4000,-3856.33,0.095,0.0683,0.017,SME
"100,120,628,000,748",15/10/2021,6,4500,62.15,0.095,0.0683,0.017,SME
"100,120,628,000,754",27/10/2021,6,4000,0.67,0.095,0.0683,0.017,SME
"100,120,628,000,755",29/10/2021,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,000,757",01/11/2021,4,2500,115.01,0.095,0.0683,0.017,SME
"100,120,628,000,758",01/11/2021,6,2500,0.9,0.095,0.0683,0.017,SME
"100,120,628,000,759",04/11/2021,5,6000,0.48,0.095,0.0683,0.017,SME
"100,120,628,000,760",01/11/2021,6,2500,-0.1,0.095,0.0683,0.017,SME
"100,120,628,000,761",02/11/2021,6,2000,1.33,0.095,0.0683,0.017,SME
"100,120,628,000,762",02/11/2021,4,1500,0.4,0.095,0.0683,0.017,SME
"100,120,628,000,763",02/11/2021,6,1500,0.74,0.095,0.0683,0.017,SME
"100,120,628,000,764",12/11/2021,6,2000,-1152.67,0.095,0.0683,0.017,SME
"100,120,628,000,765",03/11/2021,6,1000,0.14,0.095,0.0683,0.017,SME
"100,120,628,000,773",01/11/2021,6,2000,0.33,0.095,0.0683,0.017,SME
"100,120,628,000,774",08/11/2021,6,6000,-5568.03,0.095,0.0683,0.017,SME
"100,120,628,000,775",05/11/2021,6,20000,0.19,0.095,0.0683,0.017,SME
"100,120,628,000,776",04/11/2021,6,500,-30.41,0.095,0.0683,0.017,SME
"100,120,628,000,777",16/11/2021,6,2000,-1162.67,0.095,0.0683,0.017,SME
"100,120,628,000,778",16/11/2021,6,2000,84.33,0.095,0.0683,0.017,SME
"100,120,628,000,779",01/11/2021,6,20000,0.19,0.095,0.0683,0.017,SME
"100,120,628,000,780",16/11/2021,6,3000,-1257.54,0.095,0.0683,0.017,SME
"100,120,628,000,781",18/11/2021,6,1500,0.74,0.095,0.0683,0.017,SME
"100,120,628,000,782",17/11/2021,6,1000,0.14,0.095,0.0683,0.017,SME
"100,120,628,000,783",15/11/2021,6,2000,71.91,0.095,0.0683,0.017,SME
"100,120,628,000,784",17/11/2021,6,2000,181.33,0.095,0.0683,0.017,SME
"100,120,628,000,785",17/11/2021,6,1000,0.14,0.095,0.0683,0.017,SME
"100,120,628,000,786",18/11/2021,6,1000,-165.86,0.095,0.0683,0.017,SME
"100,120,628,000,787",19/11/2021,6,3500,0.07,0.095,0.0683,0.017,SME
"100,120,628,000,788",19/11/2021,6,2000,0.33,0.095,0.0683,0.017,SME
"100,120,628,000,789",17/11/2021,6,2000,0.33,0.095,0.0683,0.017,SME
"100,120,628,000,790",19/11/2021,6,3000,0.46,0.095,0.0683,0.017,SME
"100,120,628,000,791",11/11/2021,5,23000,0.36,0.095,0.0683,0.017,SME
"100,120,628,000,792",19/11/2021,6,1500,1.74,0.095,0.0683,0.017,SME
"100,120,628,000,793",19/11/2021,6,600,1.51,0.095,0.0683,0.017,SME
"100,120,628,000,794",23/11/2021,6,2000,0.68,0.095,0.0683,0.017,SME
"100,120,628,000,795",23/11/2021,6,1200,-2.8,0.095,0.0683,0.017,SME
"100,120,628,000,796",22/11/2021,6,500,-26.04,0.095,0.0683,0.017,SME
"100,120,628,000,797",23/11/2021,6,1200,-65.8,0.095,0.0683,0.017,SME
"100,120,628,000,798",22/11/2021,6,2000,0.85,0.095,0.0683,0.017,SME
"100,120,628,000,799",22/11/2021,6,500,0.96,0.095,0.0683,0.017,SME
"100,120,628,000,800",22/11/2021,6,500,-0.04,0.095,0.0683,0.017,SME
"100,120,628,000,801",23/11/2021,6,4000,-1656.09,0.095,0.0683,0.017,SME
"100,120,628,000,802",23/11/2021,6,1300,0.91,0.095,0.0683,0.017,SME
"100,120,628,000,803",22/11/2021,6,600,-287.45,0.095,0.0683,0.017,SME
"100,120,628,000,804",23/11/2021,6,1200,0.2,0.095,0.0683,0.017,SME
"100,120,628,000,805",18/11/2021,6,15000,0,0.095,0.0683,0.017,SME
"100,120,628,000,806",24/11/2021,6,2500,0.9,0.095,0.0683,0.017,SME
"100,120,628,000,807",24/11/2021,6,1500,0,0.095,0.0683,0.017,SME
"100,120,628,000,808",26/11/2021,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,000,809",24/11/2021,6,1500,0.74,0.095,0.0683,0.017,SME
"100,120,628,000,810",24/11/2021,6,1200,0.27,0.095,0.0683,0.017,SME
"100,120,628,000,811",25/11/2021,6,500,-448.41,0.095,0.0683,0.017,SME
"100,120,628,000,812",22/11/2021,6,500,-146.77,0.095,0.0683,0.017,SME
"100,120,628,000,813",30/11/2021,6,10000,-12.88,0.095,0.0683,0.017,SME
"100,120,628,000,814",29/11/2021,6,2500,0.73,0.095,0.0683,0.017,SME
"100,120,628,000,815",29/11/2021,6,2000,-40.32,0.095,0.0683,0.017,SME
"100,120,628,000,816",30/11/2021,6,2000,-18.01,0.095,0.0683,0.017,SME
"100,120,628,000,817",30/11/2021,6,2000,7.61,0.095,0.0683,0.017,SME
"100,120,628,000,818",29/11/2021,6,1000,1.34,0.095,0.0683,0.017,SME
"100,120,628,000,819",25/11/2021,6,700,-202.59,0.095,0.0683,0.017,SME
"100,120,628,000,820",30/11/2021,6,4000,0,0.095,0.0683,0.017,SME
"100,120,628,000,821",10/12/2021,6,20000,1.2,0.095,0.0683,0.017,SME
"100,120,628,000,822",08/12/2021,3,100,0.05,0.095,0.0683,0.017,SME
"100,120,628,000,823",08/12/2021,6,2500,4.41,0.095,0.0683,0.017,SME
"100,120,628,000,824",06/12/2021,6,5600,1.46,0.095,0.0683,0.017,SME
"100,120,628,000,825",01/12/2021,6,500,-0.11,0.095,0.0683,0.017,SME
"100,120,628,000,826",07/12/2021,6,2000,3.53,0.095,0.0683,0.017,SME
"100,120,628,000,827",15/12/2021,6,1500,0.64,0.095,0.0683,0.017,SME
"100,120,628,000,828",15/12/2021,6,1000,0,0.095,0.0683,0.017,SME
"100,120,628,000,829",15/12/2021,6,5000,0.81,0.095,0.0683,0.017,SME
"100,120,628,000,830",16/12/2021,6,4000,0.05,0.095,0.0683,0.017,SME
"100,120,628,000,831",30/12/2021,6,3000,0.64,0.095,0.0683,0.017,SME
"100,120,628,000,832",30/12/2021,6,4000,0.13,0.095,0.0683,0.017,SME
"100,120,628,000,833",30/12/2021,6,1700,0.16,0.095,0.0683,0.017,SME
"100,120,628,000,834",30/12/2021,6,3000,0.1,0.095,0.0683,0.017,SME
"100,120,628,000,835",20/12/2021,6,3500,0.16,0.095,0.0683,0.017,SME
"100,120,628,000,836",08/12/2021,6,2500,0.41,0.095,0.0683,0.017,SME
"100,120,628,000,837",02/12/2021,6,1000,0.75,0.095,0.0683,0.017,SME
"100,120,628,000,838",03/12/2021,6,2800,0.72,0.095,0.0683,0.017,SME
"100,120,628,000,839",02/12/2021,4,200,0.55,0.095,0.0683,0.017,SME
"100,120,628,000,840",15/12/2021,6,2000,0.53,0.095,0.0683,0.017,SME
"100,120,628,000,841",15/12/2021,6,1500,0.64,0.095,0.0683,0.017,SME
"100,120,628,000,842",15/12/2021,6,3000,0.26,0.095,0.0683,0.017,SME
"100,120,628,000,843",30/12/2021,6,1500,-521.62,0.095,0.0683,0.017,SME
"100,120,628,000,844",02/12/2021,6,2000,0.53,0.095,0.0683,0.017,SME
"100,120,628,000,845",15/12/2021,4,1000,0.8,0.095,0.0683,0.017,SME
"100,120,628,000,846",08/12/2021,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,000,847",02/12/2021,6,3000,0.29,0.095,0.0683,0.017,SME
"100,120,628,000,848",31/12/2021,6,1500,0.75,0.095,0.0683,0.017,SME
"100,120,628,000,849",16/12/2021,4,1000,0.53,0.095,0.0683,0.017,SME
"100,120,628,000,850",16/12/2021,6,2000,75.43,0.095,0.0683,0.017,SME
"100,120,628,000,851",15/12/2021,6,1500,0.64,0.095,0.0683,0.017,SME
"100,120,628,000,852",15/12/2021,6,2000,-1599.65,0.095,0.0683,0.017,SME
"100,120,628,000,853",15/12/2021,6,2000,85.17,0.095,0.0683,0.017,SME
"100,120,628,000,854",15/12/2021,6,2000,0.53,0.095,0.0683,0.017,SME
"100,120,628,000,870",17/12/2021,6,3500,4.16,0.095,0.0683,0.017,SME
"100,120,628,000,871",15/12/2021,6,4500,0.92,0.095,0.0683,0.017,SME
"100,120,628,000,872",11/12/2021,6,3000,-2536.71,0.095,0.0683,0.017,SME
"100,120,628,000,873",01/12/2021,6,1000,0.75,0.095,0.0683,0.017,SME
"100,120,628,000,874",09/12/2021,6,1500,0.64,0.095,0.0683,0.017,SME
"100,120,628,000,875",09/12/2021,6,4000,0,0.095,0.0683,0.017,SME
"100,120,628,000,876",08/12/2021,1,2000,0.89,0.095,0.0683,0.017,SME
"100,120,628,000,877",16/12/2021,6,2500,0,0.095,0.0683,0.017,SME
"100,120,628,000,878",13/12/2021,6,1000,-406.25,0.095,0.0683,0.017,SME
"100,120,628,000,879",05/01/2022,6,2000,0.56,0.095,0.0683,0.017,SME
"100,120,628,000,880",04/01/2022,4,1500,-1210.5,0.095,0.0683,0.017,SME
"100,120,628,000,881",04/01/2022,6,2000,-0.44,0.095,0.0683,0.017,SME
"100,120,628,000,882",03/01/2022,6,3000,3.84,0.095,0.0683,0.017,SME
"100,120,628,000,883",03/01/2022,6,3000,3.84,0.095,0.0683,0.017,SME
"100,120,628,000,884",05/01/2022,6,10000,-3867.2,0.095,0.0683,0.017,SME
"100,120,628,000,885",06/01/2022,6,4500,0.76,0.095,0.0683,0.017,SME
"100,120,628,000,886",10/01/2022,6,10000,2.8,0.095,0.0683,0.017,SME
"100,120,628,000,887",12/01/2022,6,10000,2.8,0.095,0.0683,0.017,SME
"100,120,628,000,888",12/01/2022,5,550,33.39,0.095,0.0683,0.017,SME
"100,120,628,000,889",12/01/2022,6,2000,12.56,0.095,0.0683,0.017,SME
"100,120,628,000,890",14/01/2022,6,3000,13.84,0.095,0.0683,0.017,SME
"100,120,628,000,891",14/01/2022,6,4000,0.12,0.095,0.0683,0.017,SME
"100,120,628,000,893",24/01/2022,6,600,0.78,0.095,0.0683,0.017,SME
"100,120,628,000,894",21/01/2022,6,2000,-38.44,0.095,0.0683,0.017,SME
"100,120,628,000,895",21/01/2022,6,2000,0.56,0.095,0.0683,0.017,SME
"100,120,628,000,896",17/01/2022,6,1000,0.29,0.095,0.0683,0.017,SME
"100,120,628,000,897",20/01/2022,6,600,0.78,0.095,0.0683,0.017,SME
"100,120,628,000,898",24/01/2022,6,350,0.43,0.095,0.0683,0.017,SME
"100,120,628,000,899",12/01/2022,6,2000,19.56,0.095,0.0683,0.017,SME
"100,120,628,000,900",17/01/2022,6,1200,-390.48,0.095,0.0683,0.017,SME
"100,120,628,000,901",19/01/2022,6,3500,0.48,0.095,0.0683,0.017,SME
"100,120,628,000,902",10/01/2022,6,3500,-49.82,0.095,0.0683,0.017,SME
"100,120,628,000,903",10/01/2022,6,3500,0,0.095,0.0683,0.017,SME
"100,120,628,000,904",13/01/2022,6,12000,0.36,0.095,0.0683,0.017,SME
"100,120,628,000,905",13/01/2022,6,2500,-2724.13,0.095,0.0683,0.017,SME
"100,120,628,000,906",20/01/2022,4,1000,0.68,0.095,0.0683,0.017,SME
"100,120,628,000,907",21/01/2022,6,3500,102.48,0.095,0.0683,0.017,SME
"100,120,628,000,908",24/01/2022,6,5000,0.41,0.095,0.0683,0.017,SME
"100,120,628,000,910",19/01/2022,6,1500,-167.08,0.095,0.0683,0.017,SME
"100,120,628,000,911",20/01/2022,2,1500,1.07,0.095,0.0683,0.017,SME
"100,120,628,000,912",04/01/2022,6,1500,1.92,0.095,0.0683,0.017,SME
"100,120,628,000,913",06/01/2022,6,1000,0.29,0.095,0.0683,0.017,SME
"100,120,628,000,914",24/01/2022,6,2500,0.2,0.095,0.0683,0.017,SME
"100,120,628,000,915",10/01/2022,6,3000,0.84,0.095,0.0683,0.017,SME
"100,120,628,000,916",24/01/2022,6,2500,52.2,0.095,0.0683,0.017,SME
"100,120,628,000,917",24/01/2022,6,1500,-13.08,0.095,0.0683,0.017,SME
"100,120,628,000,918",18/01/2022,6,500,-1.49,0.095,0.0683,0.017,SME
"100,120,628,000,919",20/01/2022,6,1500,70.92,0.095,0.0683,0.017,SME
"100,120,628,000,922",31/01/2022,6,1500,21.52,0.095,0.0683,0.017,SME
"100,120,628,000,923",28/01/2022,6,1000,-1321.37,0.095,0.0683,0.017,SME
"100,120,628,000,924",27/01/2022,4,4000,0.26,0.095,0.0683,0.017,SME
"100,120,628,000,925",26/01/2022,6,900,0.27,0.095,0.0683,0.017,SME
"100,120,628,000,926",26/01/2022,4,3900,-1540.66,0.095,0.0683,0.017,SME
"100,120,628,000,927",26/01/2022,6,1500,-1119.54,0.095,0.0683,0.017,SME
"100,120,628,000,928",25/01/2022,6,4000,0.1,0.095,0.0683,0.017,SME
"100,120,628,000,929",25/01/2022,6,2000,0.35,0.095,0.0683,0.017,SME
"100,120,628,000,930",28/01/2022,6,2500,0.58,0.095,0.0683,0.017,SME
"100,120,628,000,932",08/02/2022,6,2000,0.24,0.095,0.0683,0.017,SME
"100,120,628,000,933",10/02/2022,6,2200,14.27,0.095,0.0683,0.017,SME
"100,120,628,000,934",10/02/2022,6,650,-917.63,0.095,0.0683,0.017,SME
"100,120,628,000,935",10/02/2022,6,650,-917.63,0.095,0.0683,0.017,SME
"100,120,628,000,936",15/02/2022,6,1200,0,0.095,0.0683,0.017,SME
"100,120,628,000,937",10/02/2022,6,650,0,0.095,0.0683,0.017,SME
"100,120,628,000,938",11/02/2022,6,500,0.57,0.095,0.0683,0.017,SME
"100,120,628,000,939",11/02/2022,6,500,0.57,0.095,0.0683,0.017,SME
"100,120,628,000,940",11/02/2022,3,2500,0.39,0.095,0.0683,0.017,SME
"100,120,628,000,941",07/02/2022,6,1500,7.7,0.095,0.0683,0.017,SME
"100,120,628,000,942",14/02/2022,6,3000,0.36,0.095,0.0683,0.017,SME
"100,120,628,000,943",14/02/2022,6,1000,0.12,0.095,0.0683,0.017,SME
"100,120,628,000,944",14/02/2022,6,2500,43.8,0.095,0.0683,0.017,SME
"100,120,628,000,945",11/02/2022,2,221,2.74,0.095,0.0683,0.017,SME
"100,120,628,000,946",02/02/2022,6,2000,0.24,0.095,0.0683,0.017,SME
"100,120,628,000,947",08/02/2022,6,1500,-0.3,0.095,0.0683,0.017,SME
"100,120,628,000,948",09/02/2022,4,6000,0.59,0.095,0.0683,0.017,SME
"100,120,628,000,949",08/02/2022,6,2500,0.8,0.095,0.0683,0.017,SME
"100,120,628,000,950",07/02/2022,4,500,4.39,0.095,0.0683,0.017,SME
"100,120,628,000,951",07/02/2022,6,1500,0.7,0.095,0.0683,0.017,SME
"100,120,628,000,952",15/02/2022,6,900,0.8,0.095,0.0683,0.017,SME
"100,120,628,000,956",02/02/2022,6,5000,81.61,0.095,0.0683,0.017,SME
"100,120,628,000,957",08/02/2022,6,500,2.57,0.095,0.0683,0.017,SME
"100,120,628,000,958",17/02/2022,6,600,43.06,0.095,0.0683,0.017,SME
"100,120,628,000,959",16/02/2022,6,1800,-1606.96,0.095,0.0683,0.017,SME
"100,120,628,000,960",15/02/2022,6,500,0.57,0.095,0.0683,0.017,SME
"100,120,628,000,961",18/02/2022,6,1500,0.02,0.095,0.0683,0.017,SME
"100,120,628,000,962",18/02/2022,6,2500,43.8,0.095,0.0683,0.017,SME
"100,120,628,000,963",17/02/2022,6,1500,0.7,0.095,0.0683,0.017,SME
"100,120,628,000,964",17/02/2022,6,4000,0.5,0.095,0.0683,0.017,SME
"100,120,628,000,965",16/02/2022,4,2000,-782.46,0.095,0.0683,0.017,SME
"100,120,628,000,966",16/02/2022,6,2500,-2581.2,0.095,0.0683,0.017,SME
"100,120,628,000,967",18/02/2022,6,2500,0.8,0.095,0.0683,0.017,SME
"100,120,628,000,968",23/02/2022,6,1000,0.12,0.095,0.0683,0.017,SME
"100,120,628,000,969",24/02/2022,6,1500,-694.3,0.095,0.0683,0.017,SME
"100,120,628,000,971",28/02/2022,6,2500,10.18,0.095,0.0683,0.017,SME
"100,120,628,000,972",28/02/2022,6,2200,0.15,0.095,0.0683,0.017,SME
"100,120,628,000,976",28/02/2022,6,8500,-0.6,0.095,0.0683,0.017,SME
"100,120,628,000,977",28/02/2022,6,4000,0.27,0.095,0.0683,0.017,SME
"100,120,628,000,978",28/02/2022,6,3500,0.24,0.095,0.0683,0.017,SME
"100,120,628,000,979",28/02/2022,6,3000,0.19,0.095,0.0683,0.017,SME
"100,120,628,000,980",28/02/2022,6,3000,0.19,0.095,0.0683,0.017,SME
"100,120,628,000,981",28/02/2022,6,4000,0.27,0.095,0.0683,0.017,SME
"100,120,628,000,982",02/02/2022,6,1000,0.12,0.095,0.0683,0.017,SME
"100,120,628,000,983",04/02/2022,6,2000,-350.76,0.095,0.0683,0.017,SME
"100,120,628,000,984",23/02/2022,6,2000,-2256.76,0.095,0.0683,0.017,SME
"100,120,628,000,985",02/02/2022,6,500,0.57,0.095,0.0683,0.017,SME
"100,120,628,000,986",18/02/2022,8,40000,0.55,0.095,0.0683,0.017,SME
"100,120,628,000,987",11/03/2022,6,600,0.52,0.095,0.0683,0.017,SME
"100,120,628,000,989",07/03/2022,6,2200,-4.75,0.095,0.0683,0.017,SME
"100,120,628,000,990",14/03/2022,6,10000,4.02,0.095,0.0683,0.017,SME
"100,120,628,000,991",15/03/2022,6,500,5.1,0.095,0.0683,0.017,SME
