 Loan Number ,Disbursement Date,Loan Term,Loan Amount,Closing Balance,Interest Rate,Admin Fee,Credit Insurance Fee,Loan Type
"100,120,628,000,992",15/03/2022,6,500,7.1,0.095,0.0683,0.017,SME
"100,120,628,000,993",17/03/2022,6,3500,43.7,0.095,0.0683,0.017,SME
"100,120,628,000,994",09/03/2022,6,1500,0,0.095,0.0683,0.017,SME
"100,120,628,000,995",09/03/2022,6,2000,2.42,0.095,0.0683,0.017,SME
"100,120,628,000,996",09/03/2022,6,4000,-93.2,0.095,0.0683,0.017,SME
"100,120,628,000,997",09/03/2022,6,3000,0.62,0.095,0.0683,0.017,SME
"100,120,628,000,998",14/03/2022,6,2000,-45.58,0.095,0.0683,0.017,SME
"100,120,628,000,999",15/03/2022,6,3500,60.27,0.095,0.0683,0.017,SME
"100,120,628,001,000",15/03/2022,6,2000,288.42,0.095,0.0683,0.017,SME
"100,120,628,001,001",15/03/2022,6,2000,-1127.7,0.095,0.0683,0.017,SME
"100,120,628,001,002",16/03/2022,6,1500,0.29,0.095,0.0683,0.017,SME
"100,120,628,001,003",16/03/2022,6,2000,-194.58,0.095,0.0683,0.017,SME
"100,120,628,001,004",17/03/2022,6,2000,-1766.58,0.095,0.0683,0.017,SME
"100,120,628,001,005",17/03/2022,6,4000,0.8,0.095,0.0683,0.017,SME
"100,120,628,001,006",15/03/2022,6,3000,0.62,0.095,0.0683,0.017,SME
"100,120,628,001,007",11/03/2022,6,2500,0.51,0.095,0.0683,0.017,SME
"100,120,628,001,008",02/03/2022,6,4500,-1940.5,0.095,0.0683,0.017,SME
"100,120,628,001,009",29/03/2022,6,2000,0.75,0.095,0.0683,0.017,SME
"100,120,628,001,010",22/03/2022,6,10000,0.02,0.095,0.0683,0.017,SME
"100,120,628,001,011",22/03/2022,6,10000,0,0.095,0.0683,0.017,SME
"100,120,628,001,013",17/03/2022,6,1500,-343.71,0.095,0.0683,0.017,SME
"100,120,628,001,014",22/03/2022,6,2200,0.25,0.095,0.0683,0.017,SME
"100,120,628,001,015",29/03/2022,4,2500,0.8,0.095,0.0683,0.017,SME
"100,120,628,001,016",28/03/2022,6,3500,-0.01,0.095,0.0683,0.017,SME
"100,120,628,001,017",23/03/2022,6,4000,0.8,0.095,0.0683,0.017,SME
"100,120,628,001,018",07/03/2022,4,4000,1021.47,0.095,0.0683,0.017,SME
"100,120,628,001,019",07/03/2022,6,2000,0.42,0.095,0.0683,0.017,SME
"100,120,628,001,020",07/03/2022,4,1500,0.26,0.095,0.0683,0.017,SME
"100,120,628,001,021",03/03/2022,6,3500,0.7,0.095,0.0683,0.017,SME
"100,120,628,001,022",01/03/2022,6,4000,0.8,0.095,0.0683,0.017,SME
"100,120,628,001,023",02/03/2022,6,1000,-0.46,0.095,0.0683,0.017,SME
"100,120,628,001,024",21/03/2022,6,600,0.52,0.095,0.0683,0.017,SME
"100,120,628,001,025",21/03/2022,6,2000,12.33,0.095,0.0683,0.017,SME
"100,120,628,001,026",18/03/2022,6,6000,0.21,0.095,0.0683,0.017,SME
"100,120,628,001,027",24/03/2022,6,2500,-245.49,0.095,0.0683,0.017,SME
"100,120,628,001,028",24/03/2022,4,1500,0.26,0.095,0.0683,0.017,SME
"100,120,628,001,029",24/03/2022,4,2000,0.01,0.095,0.0683,0.017,SME
"100,120,628,001,030",29/03/2022,6,2500,0,0.095,0.0683,0.017,SME
"100,120,628,001,031",18/03/2022,6,2000,0.03,0.095,0.0683,0.017,SME
"100,120,628,001,032",28/03/2022,6,2500,0.83,0.095,0.0683,0.017,SME
"100,120,628,001,033",28/03/2022,6,3500,-0.01,0.095,0.0683,0.017,SME
"100,120,628,001,034",28/03/2022,6,2500,-1830.74,0.095,0.0683,0.017,SME
"100,120,628,001,035",02/03/2022,6,2000,0.42,0.095,0.0683,0.017,SME
"100,120,628,001,036",04/03/2022,6,1500,0.29,0.095,0.0683,0.017,SME
"100,120,628,001,037",02/03/2022,6,2000,0.42,0.095,0.0683,0.017,SME
"100,120,628,001,038",30/03/2022,6,2000,-943.94,0.095,0.0683,0.017,SME
"100,120,628,001,039",30/03/2022,6,1500,0.04,0.095,0.0683,0.017,SME
"100,120,628,001,040",30/03/2022,6,1500,0.04,0.095,0.0683,0.017,SME
"100,120,628,001,041",22/03/2022,6,10000,0.02,0.095,0.0683,0.017,SME
"100,120,628,001,042",18/03/2022,6,1000,-1365.8,0.095,0.0683,0.017,SME
"100,120,628,001,044",01/04/2022,6,200,0.26,0.095,0.0683,0.017,SME
"100,120,628,001,045",01/04/2022,6,2000,-0.37,0.095,0.0683,0.017,SME
"100,120,628,001,046",04/04/2022,6,2000,-0.37,0.095,0.0683,0.017,SME
"100,120,628,001,047",05/04/2022,6,4000,0.97,0.095,0.0683,0.017,SME
"100,120,628,001,048",07/04/2022,6,3000,-59.03,0.095,0.0683,0.017,SME
"100,120,628,001,049",06/04/2022,3,2250,0.35,0.095,0.0683,0.017,SME
"100,120,628,001,050",04/04/2022,6,900,-52.31,0.095,0.0683,0.017,SME
"100,120,628,001,052",07/04/2022,6,200,0.26,0.095,0.0683,0.017,SME
"100,120,628,001,053",06/04/2022,6,2000,0.63,0.095,0.0683,0.017,SME
"100,120,628,001,055",07/04/2022,6,500,0.16,0.095,0.0683,0.017,SME
"100,120,628,001,056",07/04/2022,6,700,0.43,0.095,0.0683,0.017,SME
"100,120,628,001,057",15/12/2021,4,1000,2.8,0.095,0.0683,0.017,SME
"100,120,628,001,058",08/04/2022,6,1500,-0.51,0.095,0.0683,0.017,SME
"100,120,628,001,059",08/04/2022,6,20000,2.21,0.095,0.0683,0.017,SME
"100,120,628,001,061",11/04/2022,4,1000,3.01,0.095,0.0683,0.017,SME
"100,120,628,001,062",07/04/2022,2,221,0.55,0.095,0.0683,0.017,SME
"100,120,628,001,063",11/04/2022,6,2500,0.79,0.095,0.0683,0.017,SME
"100,120,628,001,065",12/04/2022,6,500,6.16,0.095,0.0683,0.017,SME
"100,120,628,001,066",12/04/2022,6,1000,-108.7,0.095,0.0683,0.017,SME
"100,120,628,001,067",12/04/2022,6,700,-0.57,0.095,0.0683,0.017,SME
"100,120,628,001,068",08/04/2022,6,2000,0.63,0.095,0.0683,0.017,SME
"100,120,628,001,069",12/04/2022,6,500,0.16,0.095,0.0683,0.017,SME
"100,120,628,001,070",12/04/2022,6,4000,0.25,0.095,0.0683,0.017,SME
"100,120,628,001,071",12/04/2022,6,2000,0.63,0.095,0.0683,0.017,SME
"100,120,628,001,073",14/04/2022,6,4412,43.41,0.095,0.0683,0.017,SME
"100,120,628,001,074",12/04/2022,6,1500,-0.51,0.095,0.0683,0.017,SME
"100,120,628,001,075",13/04/2022,6,800,0.06,0.095,0.0683,0.017,SME
"100,120,628,001,076",14/04/2022,6,5000,0,0.095,0.0683,0.017,SME
"100,120,628,001,077",13/04/2022,6,10000,0.1,0.095,0.0683,0.017,SME
"100,120,628,001,078",13/04/2022,6,1500,0.49,0.095,0.0683,0.017,SME
"100,120,628,001,079",21/04/2022,6,2500,0,0.095,0.0683,0.017,SME
"100,120,628,001,080",21/04/2022,6,3000,3.93,0.095,0.0683,0.017,SME
"100,120,628,001,082",19/04/2022,6,3500,176.09,0.095,0.0683,0.017,SME
"100,120,628,001,083",19/04/2022,6,2000,2.63,0.095,0.0683,0.017,SME
"100,120,628,001,084",20/04/2022,4,3500,0.76,0.095,0.0683,0.017,SME
"100,120,628,001,085",22/04/2022,6,2200,0.52,0.095,0.0683,0.017,SME
"100,120,628,001,086",21/04/2022,1,4200,8,0.095,0.0683,0.017,SME
"100,120,628,001,087",22/04/2022,4,5000,0.03,0.095,0.0683,0.017,SME
"100,120,628,001,088",22/04/2022,6,4000,4.74,0.095,0.0683,0.017,SME
"100,120,628,001,089",20/04/2022,6,3000,1.93,0.095,0.0683,0.017,SME
"100,120,628,001,090",21/04/2022,6,4000,5.25,0.095,0.0683,0.017,SME
"100,120,628,001,091",25/04/2022,6,4000,-583.17,0.095,0.0683,0.017,SME
"100,120,628,001,092",25/04/2022,6,3000,0.57,0.095,0.0683,0.017,SME
"100,120,628,001,093",27/04/2022,6,3500,-0.78,0.095,0.0683,0.017,SME
"100,120,628,001,094",27/04/2022,6,2200,0.24,0.095,0.0683,0.017,SME
"100,120,628,001,095",28/04/2022,6,3000,0.29,0.095,0.0683,0.017,SME
"100,120,628,001,096",28/04/2022,6,5000,0.48,0.095,0.0683,0.017,SME
"100,120,628,001,097",26/04/2022,6,1500,0.14,0.095,0.0683,0.017,SME
"100,120,628,001,098",21/04/2022,6,2500,0,0.095,0.0683,0.017,SME
"100,120,628,001,099",27/04/2022,6,5000,-2740.4,0.095,0.0683,0.017,SME
"100,120,628,001,100",27/04/2022,6,1500,-147.61,0.095,0.0683,0.017,SME
"100,120,628,001,101",27/04/2022,6,2000,3.86,0.095,0.0683,0.017,SME
"100,120,628,001,102",27/04/2022,6,2000,-713.14,0.095,0.0683,0.017,SME
"100,120,628,001,103",27/04/2022,6,1000,2.91,0.095,0.0683,0.017,SME
"100,120,628,001,104",27/04/2022,6,5600,-124.23,0.095,0.0683,0.017,SME
"100,120,628,001,105",27/04/2022,6,6500,0.97,0.095,0.0683,0.017,SME
"100,120,628,001,106",29/04/2022,6,1100,-562.21,0.095,0.0683,0.017,SME
"100,120,628,001,107",29/04/2022,6,1100,-1212.21,0.095,0.0683,0.017,SME
"100,120,628,001,108",20/04/2022,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,001,109",28/04/2022,6,2500,0.73,0.095,0.0683,0.017,SME
"100,120,628,001,110",20/04/2022,6,2000,-553.37,0.095,0.0683,0.017,SME
"100,120,628,001,111",29/04/2022,6,1000,-444.73,0.095,0.0683,0.017,SME
"100,120,628,001,113",03/05/2022,6,800,-4.18,0.095,0.0683,0.017,SME
"100,120,628,001,115",05/05/2022,6,5000,0.76,0.095,0.0683,0.017,SME
"100,120,628,001,116",06/05/2022,6,1000,-116.44,0.095,0.0683,0.017,SME
"100,120,628,001,117",06/05/2022,6,500,0.77,0.095,0.0683,0.017,SME
"100,120,628,001,118",09/05/2022,6,700,0.48,0.095,0.0683,0.017,SME
"100,120,628,001,119",06/05/2022,6,15000,5.28,0.095,0.0683,0.017,SME
"100,120,628,001,121",04/05/2022,6,5000,-0.31,0.095,0.0683,0.017,SME
"100,120,628,001,122",09/05/2022,6,4000,0.21,0.095,0.0683,0.017,SME
"100,120,628,001,123",03/05/2022,6,3000,114.05,0.095,0.0683,0.017,SME
"100,120,628,001,124",17/05/2022,6,5514.5,-0.68,0.095,0.0683,0.017,SME
"100,120,628,001,125",17/05/2022,6,3500,0.45,0.095,0.0683,0.017,SME
"100,120,628,001,126",17/05/2022,6,2500,196.88,0.095,0.0683,0.017,SME
"100,120,628,001,127",17/05/2022,6,2500,0,0.095,0.0683,0.017,SME
"100,120,628,001,128",06/05/2022,6,4000,0.21,0.095,0.0683,0.017,SME
"100,120,628,001,131",19/05/2022,6,552,0.73,0.095,0.0683,0.017,SME
"100,120,628,001,132",24/05/2022,6,53477,1.49,0.095,0.0683,0.017,SME
"100,120,628,001,133",24/05/2022,6,2000,0.1,0.095,0.0683,0.017,SME
"100,120,628,001,134",18/05/2022,6,500,0.77,0.095,0.0683,0.017,SME
"100,120,628,001,135",26/05/2022,6,2000,0.21,0.095,0.0683,0.017,SME
"100,120,628,001,136",24/05/2022,4,1000,0.88,0.095,0.0683,0.017,SME
"100,120,628,001,137",18/05/2022,6,5000,0.76,0.095,0.0683,0.017,SME
"100,120,628,001,138",27/05/2022,6,1500,57.2,0.095,0.0683,0.017,SME
"100,120,628,001,139",27/05/2022,6,3000,0.43,0.095,0.0683,0.017,SME
"100,120,628,001,140",27/05/2022,6,1500,-46.8,0.095,0.0683,0.017,SME
"100,120,628,001,144",27/05/2022,6,1500,-737.8,0.095,0.0683,0.017,SME
"100,120,628,001,145",30/05/2022,6,2000,118.7,0.095,0.0683,0.017,SME
"100,120,628,001,146",30/05/2022,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,001,147",30/05/2022,6,2500,0.3,0.095,0.0683,0.017,SME
"100,120,628,001,148",30/05/2022,6,5000,0.75,0.095,0.0683,0.017,SME
"100,120,628,001,149",30/05/2022,6,1500,-1809.03,0.095,0.0683,0.017,SME
"100,120,628,001,150",27/05/2022,6,700,-14.02,0.095,0.0683,0.017,SME
"100,120,628,001,151",31/05/2022,6,3500,-3479.88,0.095,0.0683,0.017,SME
"100,120,628,001,153",10/01/2022,4,3500,0.88,0.095,0.0683,0.017,SME
"100,120,628,001,155",08/06/2022,3,331,0.1,0.095,0.0683,0.017,SME
"100,120,628,001,157",02/06/2022,6,3000,-828.21,0.095,0.0683,0.017,SME
"100,120,628,001,158",02/06/2022,6,2500,-3,0.095,0.0683,0.017,SME
"100,120,628,001,159",03/06/2022,6,3000,-2043.21,0.095,0.0683,0.017,SME
"100,120,628,001,160",01/06/2022,6,5000,-1267,0.095,0.0683,0.017,SME
"100,120,628,001,161",06/06/2022,6,3000,0,0.095,0.0683,0.017,SME
"100,120,628,001,162",07/06/2022,6,1000,67.27,0.095,0.0683,0.017,SME
"100,120,628,001,163",07/06/2022,6,5000,0,0.095,0.0683,0.017,SME
"100,120,628,001,164",03/06/2022,6,3000,-0.02,0.095,0.0683,0.017,SME
"100,120,628,001,165",01/06/2022,6,25000,0.69,0.095,0.0683,0.017,SME
"100,120,628,001,166",04/05/2022,6,500,-355.23,0.095,0.0683,0.017,SME
"100,120,628,001,167",13/06/2022,6,3000,0.79,0.095,0.0683,0.017,SME
"100,120,628,001,168",13/06/2022,6,3000,0.79,0.095,0.0683,0.017,SME
"100,120,628,001,169",13/06/2022,6,1000,0.59,0.095,0.0683,0.017,SME
"100,120,628,001,170",13/06/2022,6,2500,64,0.095,0.0683,0.017,SME
"100,120,628,001,171",10/06/2022,4,1500,0.48,0.095,0.0683,0.017,SME
"100,120,628,001,172",13/06/2022,6,2500,-361,0.095,0.0683,0.017,SME
"100,120,628,001,176",10/06/2022,6,10000,5.98,0.095,0.0683,0.017,SME
"100,120,628,001,180",15/06/2022,4,200,0.46,0.095,0.0683,0.017,SME
"100,120,628,001,181",15/06/2022,6,4000,0.41,0.095,0.0683,0.017,SME
"100,120,628,001,182",15/06/2022,6,5000,-2377,0.095,0.0683,0.017,SME
"100,120,628,001,183",15/06/2022,6,1000,0.59,0.095,0.0683,0.017,SME
"100,120,628,001,184",15/06/2022,6,1000,-803.41,0.095,0.0683,0.017,SME
"100,120,628,001,185",16/06/2022,6,3000,9.79,0.095,0.0683,0.017,SME
"100,120,628,001,186",16/06/2022,6,3000,0.79,0.095,0.0683,0.017,SME
"100,120,628,001,187",15/06/2022,6,10000,0,0.095,0.0683,0.017,SME
"100,120,628,001,188",16/06/2022,6,2000,0.2,0.095,0.0683,0.017,SME
"100,120,628,001,189",20/06/2022,6,2500,0,0.095,0.0683,0.017,SME
"100,120,628,001,190",20/06/2022,6,3500,3.58,0.095,0.0683,0.017,SME
"100,120,628,001,191",20/06/2022,6,6000,0,0.095,0.0683,0.017,SME
"100,120,628,001,192",20/06/2022,6,2500,0.69,0.095,0.0683,0.017,SME
"100,120,628,001,199",21/06/2022,6,7000,0.21,0.095,0.0683,0.017,SME
"100,120,628,001,200",21/06/2022,6,1000,0.01,0.095,0.0683,0.017,SME
"100,120,628,001,202",23/06/2022,6,2000,0.2,0.095,0.0683,0.017,SME
"100,120,628,001,203",23/06/2022,6,5000,1.69,0.095,0.0683,0.017,SME
"100,120,628,001,204",24/06/2022,6,25000,0.96,0.095,0.0683,0.017,SME
"100,120,628,001,205",21/06/2022,6,2000,-2273.8,0.095,0.0683,0.017,SME
"100,120,628,001,206",21/06/2022,4,2000,0.63,0.095,0.0683,0.017,SME
"100,120,628,001,207",22/06/2022,6,900,0.03,0.095,0.0683,0.017,SME
"100,120,628,001,208",27/06/2022,6,3000,-1.62,0.095,0.0683,0.017,SME
"100,120,628,001,209",27/06/2022,6,2500,-779.22,0.095,0.0683,0.017,SME
"100,120,628,001,210",27/06/2022,6,2000,0.25,0.095,0.0683,0.017,SME
"100,120,628,001,212",29/06/2022,6,3000,-166.57,0.095,0.0683,0.017,SME
"100,120,628,001,213",29/06/2022,6,2700,-1918.94,0.095,0.0683,0.017,SME
"100,120,628,001,218",29/06/2022,6,1000,-310.52,0.095,0.0683,0.017,SME
"100,120,628,001,220",27/06/2022,6,15000,1.91,0.095,0.0683,0.017,SME
"100,120,628,001,224",01/07/2022,6,2500,1.93,0.095,0.0683,0.017,SME
"100,120,628,001,225",01/07/2022,6,2000,-1849.46,0.095,0.0683,0.017,SME
"100,120,628,001,226",01/07/2022,6,5516,0.21,0.095,0.0683,0.017,SME
"100,120,628,001,227",04/07/2022,4,1500,0.17,0.095,0.0683,0.017,SME
"100,120,628,001,228",05/07/2022,6,2000,0.54,0.095,0.0683,0.017,SME
"100,120,628,001,229",05/07/2022,6,2500,-0.07,0.095,0.0683,0.017,SME
"100,120,628,001,230",05/07/2022,6,3000,-60.69,0.095,0.0683,0.017,SME
"100,120,628,001,231",08/07/2022,6,700,-370.05,0.095,0.0683,0.017,SME
"100,120,628,001,232",08/07/2022,6,1000,0.77,0.095,0.0683,0.017,SME
"100,120,628,001,233",01/07/2022,6,6618,0.67,0.095,0.0683,0.017,SME
"100,120,628,001,235",01/07/2022,6,2500,1.93,0.095,0.0683,0.017,SME
"100,120,628,001,236",08/07/2022,6,2000,0.54,0.095,0.0683,0.017,SME
"100,120,628,001,237",07/07/2022,6,3000,-2.69,0.095,0.0683,0.017,SME
"100,120,628,001,238",07/07/2022,6,5515,0.53,0.095,0.0683,0.017,SME
"100,120,628,001,240",08/07/2022,6,2000,0.54,0.095,0.0683,0.017,SME
"100,120,628,001,241",06/07/2022,6,4000,-2.92,0.095,0.0683,0.017,SME
"100,120,628,001,242",12/07/2022,6,800,1.21,0.095,0.0683,0.017,SME
"100,120,628,001,246",12/07/2022,6,1000,0.77,0.095,0.0683,0.017,SME
"100,120,628,001,247",01/07/2022,6,1500,-876.83,0.095,0.0683,0.017,SME
"100,120,628,001,248",01/07/2022,6,1000,0.77,0.095,0.0683,0.017,SME
"100,120,628,001,253",12/07/2022,6,3000,1.31,0.095,0.0683,0.017,SME
"100,120,628,001,254",11/07/2022,4,1000,0.12,0.095,0.0683,0.017,SME
"100,120,628,001,255",12/07/2022,6,7500,-2254.22,0.095,0.0683,0.017,SME
"100,120,628,001,256",12/07/2022,4,1103,0.51,0.095,0.0683,0.017,SME
"100,120,628,001,257",13/07/2022,6,3000,101.31,0.095,0.0683,0.017,SME
"100,120,628,001,258",13/07/2022,6,6618,0.67,0.095,0.0683,0.017,SME
"100,120,628,001,259",21/04/2022,3,2500,0.5,0.095,0.0683,0.017,SME
"100,120,628,001,260",18/07/2022,6,3000,0.31,0.095,0.0683,0.017,SME
"100,120,628,001,262",18/07/2022,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,001,263",18/07/2022,6,1000,6.77,0.095,0.0683,0.017,SME
"100,120,628,001,264",18/07/2022,6,3000,0.31,0.095,0.0683,0.017,SME
"100,120,628,001,268",20/07/2022,6,1655,0.25,0.095,0.0683,0.017,SME
"100,120,628,001,269",22/07/2022,6,5515,119.73,0.095,0.0683,0.017,SME
"100,120,628,001,270",20/07/2022,6,4964,5.08,0.095,0.0683,0.017,SME
"100,120,628,001,271",22/07/2022,6,1000,-20.23,0.095,0.0683,0.017,SME
"100,120,628,001,272",21/07/2022,6,2000,2.54,0.095,0.0683,0.017,SME
"100,120,628,001,273",21/07/2022,6,1000,-57.23,0.095,0.0683,0.017,SME
"100,120,628,001,275",20/07/2022,6,2500,0.93,0.095,0.0683,0.017,SME
"100,120,628,001,276",25/07/2022,6,750,-295.43,0.095,0.0683,0.017,SME
"100,120,628,001,279",28/07/2022,6,2500,0.93,0.095,0.0683,0.017,SME
"100,120,628,001,281",21/07/2022,6,2200,0.09,0.095,0.0683,0.017,SME
"100,120,628,001,282",21/07/2022,6,550,0,0.095,0.0683,0.017,SME
"100,120,628,001,283",27/07/2022,6,2500,1.47,0.095,0.0683,0.017,SME
"100,120,628,001,284",27/07/2022,6,800,0.71,0.095,0.0683,0.017,SME
"100,120,628,001,286",26/07/2022,6,1700,0.62,0.095,0.0683,0.017,SME
"100,120,628,001,287",27/07/2022,6,3200,-192.17,0.095,0.0683,0.017,SME
"100,120,628,001,288",26/07/2022,4,4000,0.47,0.095,0.0683,0.017,SME
"100,120,628,001,289",26/07/2022,6,2500,-3077.16,0.095,0.0683,0.017,SME
"100,120,628,001,290",15/07/2022,6,2500,1.93,0.095,0.0683,0.017,SME
"100,120,628,001,292",04/08/2022,4,4500,-0.21,0.095,0.0683,0.017,SME
"100,120,628,001,293",02/08/2022,6,4000,-1073.2,0.095,0.0683,0.017,SME
"100,120,628,001,294",01/08/2022,6,1200,0.02,0.095,0.0683,0.017,SME
"100,120,628,001,295",04/08/2022,6,1500,-88.71,0.095,0.0683,0.017,SME
"100,120,628,001,296",04/08/2022,6,2500,0.51,0.095,0.0683,0.017,SME
"100,120,628,001,297",01/08/2022,6,4000,0.8,0.095,0.0683,0.017,SME
"100,120,628,001,298",03/08/2022,6,1000,0.2,0.095,0.0683,0.017,SME
"100,120,628,001,299",01/08/2022,4,8500,0.83,0.095,0.0683,0.017,SME
"100,120,628,001,300",01/08/2022,6,6000,-123.95,0.095,0.0683,0.017,SME
"100,120,628,001,301",01/08/2022,6,4000,-400.13,0.095,0.0683,0.017,SME
"100,120,628,001,302",01/08/2022,6,2000,-0.58,0.095,0.0683,0.017,SME
"100,120,628,001,303",02/08/2022,6,2000,-776.58,0.095,0.0683,0.017,SME
"100,120,628,001,304",03/08/2022,6,2500,-2764.49,0.095,0.0683,0.017,SME
"100,120,628,001,305",02/08/2022,6,2200,0.25,0.095,0.0683,0.017,SME
"100,120,628,001,307",04/08/2022,6,4000,-123.38,0.095,0.0683,0.017,SME
"100,120,628,001,308",05/08/2022,6,2000,0.42,0.095,0.0683,0.017,SME
"100,120,628,001,310",10/08/2022,6,1000,1.2,0.095,0.0683,0.017,SME
"100,120,628,001,311",16/08/2022,6,1000,-31.42,0.095,0.0683,0.017,SME
"100,120,628,001,312",16/08/2022,4,1000,1.51,0.095,0.0683,0.017,SME
"100,120,628,001,313",16/08/2022,6,2600,-227.08,0.095,0.0683,0.017,SME
"100,120,628,001,314",16/08/2022,6,3500,-4630.3,0.095,0.0683,0.017,SME
"100,120,628,001,315",11/08/2022,6,1000,-38.42,0.095,0.0683,0.017,SME
"100,120,628,001,316",12/08/2022,6,9000,0.82,0.095,0.0683,0.017,SME
"100,120,628,001,317",12/08/2022,6,1800,-149.42,0.095,0.0683,0.017,SME
"100,120,628,001,318",12/08/2022,6,3500,0.7,0.095,0.0683,0.017,SME
"100,120,628,001,319",12/08/2022,6,1800,-49.42,0.095,0.0683,0.017,SME
"100,120,628,001,320",16/08/2022,6,3000,-1914.38,0.095,0.0683,0.017,SME
"100,120,628,001,323",16/08/2022,6,3000,1.62,0.095,0.0683,0.017,SME
"100,120,628,001,324",19/08/2022,6,5000,1,0.095,0.0683,0.017,SME
"100,120,628,001,325",16/08/2022,6,2500,0.51,0.095,0.0683,0.017,SME
"100,120,628,001,326",19/08/2022,4,600,0.9,0.095,0.0683,0.017,SME
"100,120,628,001,327",19/08/2022,6,1400,0.88,0.095,0.0683,0.017,SME
"100,120,628,001,328",19/08/2022,6,3500,219.7,0.095,0.0683,0.017,SME
"100,120,628,001,329",19/08/2022,6,6000,143.21,0.095,0.0683,0.017,SME
"100,120,628,001,330",19/08/2022,6,1500,2.29,0.095,0.0683,0.017,SME
"100,120,628,001,331",19/08/2022,6,1000,0.2,0.095,0.0683,0.017,SME
"100,120,628,001,332",19/08/2022,4,800,0.2,0.095,0.0683,0.017,SME
"100,120,628,001,335",22/08/2022,6,2000,-122.58,0.095,0.0683,0.017,SME
"100,120,628,001,336",19/08/2022,6,2500,105.51,0.095,0.0683,0.017,SME
"100,120,628,001,337",19/08/2022,6,2000,0.42,0.095,0.0683,0.017,SME
"100,120,628,001,338",19/08/2022,6,1500,-169.71,0.095,0.0683,0.017,SME
"100,120,628,001,339",19/08/2022,6,1800,0.58,0.095,0.0683,0.017,SME
"100,120,628,001,340",19/08/2022,6,1500,2.29,0.095,0.0683,0.017,SME
"100,120,628,001,341",19/08/2022,6,2000,-40.58,0.095,0.0683,0.017,SME
"100,120,628,001,343",24/08/2022,6,3500,0.02,0.095,0.0683,0.017,SME
"100,120,628,001,344",25/08/2022,6,700,40.93,0.095,0.0683,0.017,SME
"100,120,628,001,345",25/08/2022,6,800,-39.64,0.095,0.0683,0.017,SME
"100,120,628,001,346",22/08/2022,6,1500,1.29,0.095,0.0683,0.017,SME
"100,120,628,001,347",26/08/2022,8,50000,0.21,0.095,0.0683,0.017,SME
"100,120,628,001,348",26/08/2022,6,2000,0.87,0.095,0.0683,0.017,SME
"100,120,628,001,349",29/08/2022,6,4000,-0.13,0.095,0.0683,0.017,SME
"100,120,628,001,352",30/08/2022,6,3000,117.78,0.095,0.0683,0.017,SME
"100,120,628,001,354",30/08/2022,6,5000,0.59,0.095,0.0683,0.017,SME
"100,120,628,001,355",30/08/2022,6,700,0.39,0.095,0.0683,0.017,SME
"100,120,628,001,356",30/08/2022,6,2000,0.24,0.095,0.0683,0.017,SME
"100,120,628,001,357",16/09/2022,6,1000,7.39,0.095,0.0683,0.017,SME
"100,120,628,001,358",16/09/2022,6,2500,8.48,0.095,0.0683,0.017,SME
"100,120,628,001,359",20/09/2022,3,600,0,0.095,0.0683,0.017,SME
"100,120,628,001,360",07/09/2022,6,400,19.96,0.095,0.0683,0.017,SME
"100,120,628,001,362",12/09/2022,6,1000,0.39,0.095,0.0683,0.017,SME
"100,120,628,001,363",13/09/2022,6,600,-328.57,0.095,0.0683,0.017,SME
"100,120,628,001,364",07/09/2022,6,15000,11.76,0.095,0.0683,0.017,SME
"100,120,628,001,365",08/09/2022,6,10000,5.91,0.095,0.0683,0.017,SME
"100,120,628,001,366",13/09/2022,6,700,100.17,0.095,0.0683,0.017,SME
"100,120,628,001,367",13/09/2022,6,3000,0,0.095,0.0683,0.017,SME
"100,120,628,001,368",13/09/2022,6,500,0.01,0.095,0.0683,0.017,SME
"100,120,628,001,369",13/09/2022,6,2000,-725.22,0.095,0.0683,0.017,SME
"100,120,628,001,370",13/09/2022,6,800,-180.09,0.095,0.0683,0.017,SME
"100,120,628,001,371",21/09/2022,6,7000,219.73,0.095,0.0683,0.017,SME
"100,120,628,001,372",20/09/2022,6,1000,-2.61,0.095,0.0683,0.017,SME
"100,120,628,001,373",16/09/2022,6,1000,-142.61,0.095,0.0683,0.017,SME
"100,120,628,001,374",14/09/2022,6,2500,0.48,0.095,0.0683,0.017,SME
"100,120,628,001,375",14/09/2022,6,1800,-408.4,0.095,0.0683,0.017,SME
"100,120,628,001,376",14/09/2022,6,5000,0.21,0.095,0.0683,0.017,SME
"100,120,628,001,377",08/09/2022,4,1500,4.5,0.095,0.0683,0.017,SME
"100,120,628,001,378",06/09/2022,6,500,0.7,0.095,0.0683,0.017,SME
"100,120,628,001,379",06/09/2022,6,2000,0.78,0.095,0.0683,0.017,SME
"100,120,628,001,380",06/09/2022,6,3000,0.18,0.095,0.0683,0.017,SME
"100,120,628,001,381",05/09/2022,6,4400,0.51,0.095,0.0683,0.017,SME
"100,120,628,001,382",05/09/2022,6,5000,2.95,0.095,0.0683,0.017,SME
"100,120,628,001,383",02/09/2022,6,10000,0,0.095,0.0683,0.017,SME
"100,120,628,001,384",02/09/2022,6,5000,-0.05,0.095,0.0683,0.017,SME
"100,120,628,001,385",02/09/2022,6,2000,-1812.22,0.095,0.0683,0.017,SME
